PLAY "Play"
REMOVE_PERMANENT_LASTING_DESCRIPTION "Removes/cures from {1} permanently."
REMOVE_PERMANENT_LASTING_NAME "remove permanent {1}"
REMOVE_PRISONERS_OR_INCREASE_FORCES "Remove prisoners or increase armed forces."
RENAME_MINION_BUTTON "Rename"
REQUIRES_ALLY_DISCOVERED "Ally hasn't been discovered"
REQUIRES_ALLY_HAVE_RECRUITS "Ally doesn't have recruits available at this moment"
REQUIRES_CONQUERING "Requires conquering {1}."
REQUIRES_FURNITURE "Requires {1}."
REQUIRES_KNOCKING_OUT_ENEMY "Requires knocking out a hostile creature."
REQUIRES_MORE_ATTRACTIONS "Requires {1} more {2}"
REQUIRES_ATTRACTIONS "Requires {1} {2}"
REQUIRES_MORE_LUXURY "Requires more luxury in quarters: {1} (Total: {2})"
REQUIRES_PERSONAL_QUARTERS "Requires personal quarters."
REQUIRES_PERSONAL_QUARTERS_WITH_LUXURY "Requires personal quarters with total luxury: {1}."
REQUIRES_PREGNANT_SUCCUBUS "Requires a pregnant succubus"
REQUIRES_RESOURCE "Requires {1}"
REQUIRES_TECHNOLOGY "Missing technology: {1}"
REQUIRES_TO_TRAIN_FURTHER "Requires {1} to train further."
REQUIRES_TWO_PRISON_TILES "Requires two prison tiles."
REQUIRES_UNLOCKING "Requires unlocking"
REQUIRES_UPGRADES "Item cannot be crafted without applied upgrades."
REQUIRES_X_MORE "Requires {1} more {2}."
RESISTANT_TO_CAPTURE "resistant to capturing"
RESISTANT_TO_PLAGUE "resistant to plague"
RESISTING_THE_ATTACK_OF "resisting the attack of {1}"
RESISTS_SWAP_POSITION "{1} resists!"
RESOURCE_STORAGE_HIGHLIGHT "Resource storage"
RESTORE_KEYBINDINGS_CONFIRM "Are you sure you want to restore default keybindings?"
RESTRICT_ALL_EQUIPMENT "Restrict all"
RESTRICT_GEAR_BUTTON "Restrict gear"
RETIRED_DUNGEON_UPLOADED "Your retired dungeon has been uploaded to Steam Workshop. Would you like to open its page in your browser now?"
RETIRED_SCREENSHOT_TEXT "Your dungeon will be shared in Steam Workshop with an attached screenshot. Steer the rectangle below to a fitting area of your dungeon and confirm."
RETIRE_WHEN_READY "When you are ready, retire your dungeon and share it online. Other players will be able to invade it. To do this, press Escape and choose 'retire'."
RING_OF "ring of {1}"
RINGS_OF "rings of {1}"
SATIATED "satiated"
SAVE_AND_EXIT_CONFIRM "Do you want to save and exit the game?"
SCROLL_OF_FIRE "scroll of fire"
SCROLL_OF "scroll of {1}"
SCROLLS_OF_FIRE "scrolls of fire"
SCROLLS_OF "scrolls of {1}"
SET_FLAG_EFFECT_DESCRIPTION "Sets a global flag to either true or false"
SET_FLAG_EFFECT_NAME "set global flag"
SET_FURNITURE_ON_FIRE_EFFECT_DESCRIPTION "Sets objects on fire"
SET_FURNITURE_ON_FIRE_EFFECT_NAME "set on fire"
SEVEN "seven"
SHOVE_EFFECT_DESCRIPTION "Push back a creature."
SHOVE_EFFECT_NAME "shove"
SHOW_MESSAGE_HISTORY "Show message history"
SHOW_TASKS "Show tasks"
SIX "six"
SKELETON_ITEM "{1} skeleton"
SKIP_TURN_ACTION "Skip turn"
SLEEP_RESISTANT "sleep resistant"
SLOWER "moving more slowly"
PAUSED_GAME_SPEED "paused"
SLOW_GAME_SPEED "slow"
SNARLS "{1} snarls."
SOBERS_UP "{1} sobers up."
SOMETHING "something"
SOUND_EFFECT_EFFECT_DESCRIPTION "Makes a real sound"
SOUND_EFFECT_EFFECT_NAME "sound effect"
SPECIAL_ATTR_VALUE "{1} {2} {3}"
SPECIAL_HUMANOID_CHAT_REACTION "I am the mighty {1}!"
SPECIAL_HUMANOID_HOSTILE_CHAT_REACTION "I am the mighty {1}. Die!"
SPEED_LABEL "speed: "
SPELLCASTERS "spellcasters"
SPELL_COOLDOWN "Cooldown: {1}"
SPELL_SCHOOLS_LABEL "Spell schools:"
SPIDER_TASK "Spider"
SPIRIT "spirit"
SQUARE_BRACKETS "[{1}]"
STABLES "stables"
STABLE "stable"
STAIRS_EFFECT_DESCRIPTION "Use the stairs"
STAIRS_EFFECT_NAME "stairs"
IS_NO_LONGER_CRAWLING "{1} is back on {2} feet."
YOU_NO_LONGER_CRAWLING "You are back on your feet."
START_WITH_TUTORIAL_PROMPT "Would you like to start with the tutorial?"
STEEDS_EQUIPMENT_GROUP "steeds"
STOP_TEAM_ORDER_DESCRIPTION "Team members will stand in place, and won't follow the leader."
STOP_TEAM_ORDER "Stop"
SUFFERS_PLAGUE "{1} suffers from plague."
SUFFERS_POISONING "{1} suffers from poisoning."
SUMMON_ELEMENT_EFFECT_DESCRIPTION "Summons an element or spirit from the surroundings."
SUMMON_ELEMENT_EFFECT_NAME "summon element"
SUMMON_HOSTILE_EFFECT_NAME "summon hostile {1}"
SUMMON_HOSTILE_MULTIPLE_EFFECT_DESCRIPTION "Summons {1} hostile {2}"
SUMMON_HOSTILE_RANGE_EFFECT_DESCRIPTION "Summons {1} to {2} hostile {3}"
SUMMON_HOSTILE_SINGLE_EFFECT_DESCRIPTION "Summons a hostile {1}"
SUMMON_MINIONS_EFFECT_DESCRIPTION "Summons all fighter minions."
SUMMON_MINIONS_EFFECT_NAME "summon minions"
SUMMON_EFFECT_NAME "summon {1}"
SUMMON_MULTIPLE_EFFECT_DESCRIPTION "Summons {1} {2}"
SUMMON_RANGE_EFFECT_DESCRIPTION "Summons {1} to {2} {3}"
SUMMON_SINGLE_EFFECT_DESCRIPTION "Summons a {1}"
SURVIVED "Survived"
SWAP_POSITION_ACTION "swap position"
SWAP_POSITION_EFFECT_DESCRIPTION "Swap positions with an enemy."
SWAP_POSITION_EFFECT_NAME "swap position"
SWING "You swing your {1} at {2}."
SWITCH_LEADER_ACTION "Switch leader"
TAKE_CONTROL "Take control"
TAKE_ITEMS_EFFECT_DESCRIPTION "Forcibly takes items from the creature"
TAKE_ITEMS_EFFECT_NAME "take items"
TASKS "Tasks"
TEAM_TASK "Team task: {1}"
TELEPATHIC "telepathic"
TEMPORARY_POLYMORPH_EFFECT_NAME "temporary polymorph"
PERMANENT_POLYMORPH_EFFECT_NAME "permanent polymorph"
TEN "ten"
THE_ARTICLE "the {1}"
THE_CAPTURING_OF "the capturing of {1}"
THE_CONQUERING_OF "the conquering of {1}"
THE_DEATH_OF "the death of {1}"
THEFT_TRIGGER "Item theft"
THE_PILLAGING_OF "the pillaging of {1}"
THE_PLAYER "the player"
THE_SLAYING_OF "the slaying of {1} by {2}"
THE_SPELL_FAILED "The spell failed."
THE "the {1}"
THE_TORTURING_OF "the torturing of {1}"
THREE "three"
THROWN_BACK "thrown back"
TIED_UP "tied up"
TORTURE_TASK "Torture {1}"
TORTURE_UNAVAILABLE_HIGHLIGHT "Torture unavailable due to population limit"
TRADE_WITH "Trade with {1}"
TRADING_AVAILABLE "You have discovered {1}! Trading is now available in the villain UI."
TRAINING_EFFECT_DESCRIPTION "Trains {1} by {2}"
TRAINING_EFFECT_NAME "{1} training"
TRAINING_INFO_LABEL "Training"
TRAINING_LIMIT_BUFF_DESCRIPTION "Increases {1} training limit by {2}"
TRAINING_LIMIT_DEBUFF_DESCRIPTION "Decreases {1} training limit by {2}"
TRAINING_LIMIT_EFFECT_NAME "{1} training limit"
TRAINING_LIMIT_LABEL "(limit {1})"
TRAINING_POTENTIAL_LABEL "Training potential"
TREE_CUTTING_TASK_HIGHLIGHT "Tree cutting task"
TRIBES_HAVE_FORMED_ALLIANCE "The tribes of {1} have formed an alliance against you."
THE_LAST_ALLIANCE_OF "The last alliance of {1}"
TRIBE_LEADER_STATUS_DESCRIPTION "Killing will stop immigration"
TRIBE_LEADER_STATUS "Tribe leader"
TRIBE_OF_IS_DESTROYED "The tribe of {1} is destroyed."
TRIGGERS_SOMETHING "{1} triggers something."
TRIGGER_TRAP_EFFECT_DESCRIPTION "Triggers a trap if present."
TRIGGER_TRAP_EFFECT_NAME "trigger trap"
YOU_INVISIBLE "You can see through yourself!"
IS_INVISIBLE "{1} disappears!"
TUTORIAL_NOT_THERE "Tutorial not there yet"
TWELVE "twelve"
TWO "two"
UI_EFFECT_DESCRIPTION "Displays a UI"
UI_EFFECT_NAME "UI"
UNDEAD_DAMAGE_EXPLANATION "Undead creatures don't take regular damage and need to be killed by chopping up or using fire."
UNDEAD_KINGS_UPGRADE_TYPE "undead kings"
UNDEAD "Undead"
UNLOCK_DOOR_ACTION "Unlock door"
UNLOCK_EFFECT_DESCRIPTION "Unlocks a gameplay feature"
UNLOCK_EFFECT_NAME "unlock"
UNNAMED_ATTACKER "an unnamed attacker"
USAGE_EFFECT "Usage effect: {1}"
USE_A_SHIELD_HINT "Use a shield!"
USE_FURNITURE "use {1}"
VERY_FAST_GAME_SPEED "very fast"
VICTIM_AFFECTED_BY "victim affected by: {1} ({2} chance)"
VICTORY "Victory"
VIEW_MESSAGE_BOARD "view {1}"
VILLAIN_ACTION_PILLAGE "pillage"
VILLAIN_ACTION_TRADE "trade"
VILLAIN_CONQUERED "Conquered"
VILLAIN_LOCATION_UNKNOWN "Location unknown"
VILLAIN_OUTSIDE_INFLUENCE_ZONE "Outside of influence zone"
VILLAINS_MENU_ACTION "[{1}]"
VILLAIN_TRIGGERED_BY "Triggered by:"
VILLAIN_TRIGGERED "triggered"
VILLAIN_TYPE_ALLY "Ally"
VILLAIN_TYPE_LESSER "Lesser villain"
VILLAIN_TYPE_MAIN "Main villain"
VILLAIN_TYPE_MINOR "Minor villain"
VILLAIN_TYPE_OTHER "Other"
VILLAIN_TYPE_PLAYER "Player"
VILLAIN_TYPE_RETIRED "Retired player"
VULNERABLE_TO_SUNLIGHT "vulnerable to sunlight"
VULTURE_LANDS_NEAR "A vulture lands near {1}."
WAKES_UP "{1} wakes up."
WEAPON_DEGRADATION_DESCRIPTION "Decreases weapon capability"
WEAPON_DEGRADATION_NAME "weapon degradation"
WEAPON_ENCHANTMENT_DESCRIPTION "Increases weapon capability"
WEAPON_ENCHANTMENT_NAME "weapon enchantment"
WEAPONS_UPGRADE_TYPE "weapons"
WELCOME_TO_SHOP "Welcome to {1}'s shop!"
WELL_RESTED "well rested"
WHEN_INDOORS "when indoors"
WHEN_IN_TERRITORY "when in territory"
WHEN_OUTDOORS "when outdoors"
WHEN_POP_LIMIT_REACHED "when population limit is reached"
WHICH_DIRECTION_THROW "Which direction do you want to throw?"
WHICH_DIRECTION "Which direction?"
WILL_BE_REPLACED "Will be replaced for free if killed"
WING_BODY_PART "wing" "wings" : plural
WISH_EFFECT_DESCRIPTION "Gives you one wish."
WISH_EFFECT_NAME "wish"
WITH_FREQUENCY "with frequency {1}"
WITH_HEALTH "with health"
WITH_SUFFIX "with {1}"
WIZARD "wizard"
WORKSHOP_CHANGE_COUNT_BUTTON "Change number of items"
WORKSHOP_REMOVE_BUTTON "Remove"
WORKSHOP_UPGRADE_BUTTON "Upgrade"
WOUNDED "Wounded"
WRITE_ON_BOARD_ACTION "Write on board"
WRITES_A "{1} writes {2}"
YES "Yes"
YOU_ARE_AWARE_OF_DANGER "You are aware of danger"
YOU_ARE_BEING_ATTACKED_BY "You are being attacked by {1}."
YOU_ARE_BITTEN_IN_THE_NECK "You are bitten in the neck!"
YOU_ARE_BURNT_BY_THE_SUN "You are being burnt by the sun."
YOU_ARE_CRITICALLY_WOUNDED "You are critically wounded!"
YOU_ARE_CUT_IN_HALF "You are cut in half!"
YOU_ARE_DROWNED_BY "You are drowned by {1}"
YOU_ARE_FLYING "You are flying!"
YOU_ARE_MOVING_FASTER_AGAIN "You are moving faster again."
YOU_ARE_MOVING_SLOW_AGAIN "You are moving slower again."
YOU_ARE_NO_LONGER_AGGRAVATES "You are no longer aggravating enemies."
YOU_ARE_NO_LONGER_BLIND "You are no longer blind."
YOU_ARE_NO_LONGER_ENTERTAINER "You are no longer an entertainer."
YOU_ARE_NO_LONGER_FUNNY "You are no longer funny."
YOU_ARE_NO_LONGER_HALLU "You are no longer hallucinating."
YOU_ARE_NO_LONGER_IMMOBILE "You are no longer immobile."
YOU_ARE_NO_LONGER_LOCKED_POSITION "You are no longer locked in position."
YOU_ARE_NO_LONGER_PLAGUE_RESISTANT "You are no longer plague resistant."
YOU_ARE_NO_LONGER_POISON_RESISTANT "You are no longer poison resistant."
YOU_ARE_NO_LONGER_POLYMORPHED "You are no longer polymorphed."
YOU_ARE_NO_LONGER_RESTED "You are no longer rested."
YOU_ARE_NO_LONGER_SATIATED "You are no longer satiated."
YOU_ARE_NO_LONGER_SLEEP_RESISTANT "You are no longer sleep resistant."
YOU_ARE_SWARMER "You feel like swarming someone."
IS_SWARMER "{1} feels like swarming someone."
YOU_ARE_NO_LONGER_SWARMER "You are no longer a swarmer."
YOU_ARE_NO_LONGER_VULNERABLE_TO_SUNLIGHT "You are no longer vulnerable to sunlight."
YOU_ARE_NOT_HURT "You are not hurt!"
YOU_ARE_RIPPED_TO_PIECES "You are ripped to pieces!"
YOU_ARE_SHOT_IN_THE "You are shot in the {1}!"
YOU_ARE_STABBED_IN_THE "You are stabbed in the {1}!"
YOU_ARE_SUCKED_INTO "You are sucked into the {1}!"
YOU_ARE_TURNED_OFF "You are turned off."
YOU_ARE_TURNED_ON "You are turned on."
YOU_ARE_UNABLE_TO_CAST_SPELLS "You are unable to cast any spells!"
YOU_ARE_UNDER_ATTACK_BY "You are under attack by {1}."
YOU_ARE_WOUNDED "You are wounded!"
YOU_ARE "You are {1}."
YOU_ARE_NO_LONGER "You are no longer {1}."
YOU_BASH_FURNITURE "You bash the {1}."
YOU_BREAK_FREE "You break free."
YOU_BUILD "You build {1}"
YOU_BURNING "You are burning!"
YOU_CANT_BREAK_FREE "You can't break free!"
YOU_CANT_HIDE_HERE "You can't hide here."
YOU_CANT_MOVE_ANYMORE "You can't move anymore."
YOU_CANT_PUSH "You can't push {1}"
YOU_CANT_THROW_ANYTHING "You can't throw anything!"
YOU_CAST_SPELL "You cast a spell"
YOU_CUT_FURNITURE "You cut the {1}"
YOU_DESTROY_FURNITURE "You destroy the {1}"
YOU_DEVELOP_ATTACK "You develop a {1} attack."
YOU_DIE_OF_POISONING "You die of poisoning."
YOU_DIG_INTO_FURNITURE "You dig into the {1}"
YOU_DISASSEMBLE "You disassemble {1}"
YOU_DROP "You drop {1}."
YOU_EAT "You eat {1}."
YOU_ENSLAVE "You enslave {1}."
YOU_ESCAPE_DEATH "You have escaped death!"
ESCAPES_DEATH "{1} has escaped death!"
YOU_EXECUTE "You execute {1}"
YOU_FALL_APART "You fall apart!"
YOU_FALL_INTO "You fall into the {1}!"
YOU_FEEL_LIKE_CRACKING_A_JOKE "You feel like cracking a joke."
YOU_FEEL_LIKE_DOING_SOME_WORK "You feel like doing some work."
YOU_FEEL_LAZY "You feel lazy."
YOU_FEEL_LIKE_WORKING_OUT "You feel like working out."
YOU_FILL_FURNITURE "You fill the {1}"
YOU_FILL_UP_TUNNEL "You fill up the tunnel"
YOU_GROW_LIMBS "You grow {1}."
YOU_GROW_LIMB "You grow {1}."
YOU_HAVE_BEEN_AMBUSHED "You have been ambushed!"
YOU_HAVE_SUMMONED "You have summoned {1}."
HAS_SUMMONED "{1} has summoned {1}."
YOU_HIDE_BEHIND_THE "You hide behind the {1}."
YOU_IMPROVE "You improve your {1} of {2}."
YOU_LEARN "You learn the {1} of {2}."
YOU_LOSE_CONTROL_OF_MINION "You lose control of your minion."
YOU_MOUNT "You mount {1}."
MOUNTS "{1} mounts {2}."
YOU_ONLY_HAVE_ENOUGH_FOR "You only have enough gold for {1} {2}. Still pay?"
YOU_PICK_UP "You pick up {1}."
PICKS_UP "{1} pick up {2}."
YOU_POLYMORPH_INTO "You turn into {1}!"
POLYMORPHS_INTO "{1} turn into {2}!"
YOU_PUSH "You push {1}."
PUSHES "{1} pushes {2}."
YOUR_ARMOR_DEGRADES "Your {1} degrades"
YOUR_ARMOR_IS_IMPROVED "Your {1} is improved"
HIS_ARMOR_DEGRADES "{1}'s {2} degrades"
HIS_ARMOR_IS_IMPROVED "{1}'s {2} is improved"
YOUR_ATTR_IMPROVES "Your {1} improves"
YOUR_ATTR_WANES "Your {1} wanes"
HIS_ATTR_IMPROVES "{1}'s {2} improves"
HIS_ATTR_WANES "{1}'s {2} wanes"
YOUR_BODY_CRUMBLES_TO_DUST "Your body crumbles to dust."
YOUR_BODY_PART_IS_BITTEN_OFF "Your {1} is bitten off!"
YOUR_BODY_PART_IS_BROKEN "Your {1} is broken!"
YOUR_BODY_PART_IS_CHOPPED_OFF "Your {1} is chopped off!"
YOUR_BODY_PART_IS_CRUSHED "Your {1} is crushed!"
YOUR_BODY_PART_IS_RIPPED_TO_PIECES "Your {1} is ripped to pieces!"
YOUR_BODY_PART_IS "Your {1} is {2}!"
YOU_REINFORCE_THE_WALL "You reinforce the wall."
HE_REINFORCES_THE_WALL "{1} reinforces the wall."
YOU_REMOVE "You remove {1}."
REMOVES "{1} removes {2}."
YOUR_EVIL_TRIGGER "Your evil"
YOUR_IDENTITY_IS_UNCOVERED "Your identity is uncovered!"
YOUR_INTERNAL_ORGANS_ARE_CRUSHED "Your internal organs are crushed!"
YOUR_INTERNAL_ORGANS_ARE_RIPPED_OUT "Your internal organs are ripped out!"
YOUR_ITEM_CRUMBLES "Your {1} crumbles to dust."
HIS_ITEM_CRUMBLES "{1}'s {2} crumbles to dust."
YOUR_LIFE_WILL_NO_LONGER_BE_SAVED "Your life will no longer be saved."
YOUR_POWER_TRIGGER "Your power"
YOUR_SKULL_IS_SHATTERED "Your skull is shattered!"
YOUR_STOMACH_RECEIVES_A_DEADLY_BLOW "Your stomach receives a deadly blow!"
YOUR_THROAT_IS_SLIT "Your throat is slit!"
HIS_THROAT_IS_SLIT "{1}'s throat is slit!"
YOUR_WEAPON_DEGRADES "Your {1} degrades."
YOUR_WEAPON_IS_IMPROVED "Your {1} is improved."
HIS_WEAPON_DEGRADES "{1}'s {2} degrades."
HIS_WEAPON_IS_IMPROVED "{1}'s {2} is improved."
YOU_SET_UP "You set up {1}."
HE_SETS_UP "{1} sets up {2}."
YOU_SHEATHE "You sheathe {1}."
SHEATHES "{1} sheathes {2}."
YOU_SOBER_UP "You sober up."
YOU_SUFFER_PLAGUE "You suffer from plague."
YOU_SUFFER_POISONING "You suffer from poisoning."
YOU_SWAP_POSITION "You swap positions with {1}."
SWAPS_POSITION "{1} swaps positions with {2}."
YOU_SWITCH_LEVELS_WITH "You switch levels with {1}."
ZERO "zero"
ABILITIES_LABEL "Abilities"
ACID_EFFECT_DESCRIPTION "Causes acid damage to skin and equipment."
ACID_EFFECT_NAME "acid"
ACTIVITY_LABEL "Activity"
ACTIVITY_ON_OFF_HINT "Toggle this activity on/off for this minion."
ADDED_DUNGEONS "Added:"
ADD_REMOVE_UPGRADES_CONTROLLER_HINT "Use keys to add or remove upgrades:"
ADD_REMOVE_UPGRADES_MOUSE_HINT "Use left/right mouse buttons to add/remove upgrades."
A_DEMON "a demon"
AI_TYPE_LABEL "AI Type"
ALREADY_RESEARCHED_LABEL "Already researched:"
APPLIES "{1} applies {2}."
ARE_OFFENDED "You are offended"
ASSIGN_GEAR_MINION_BUTTON "Assign gear"
AT_NIGHT "at night"
ATTACK_ON_YOU_IS_HARMLESS "The attack is harmless."
ATTR_BOOST_DESCRIPTION "Increases {1}."
ATTR_BOOST_NAME "{1} boost"
ATTRIBUTES_LABEL "Attributes"
ATTR_LOSS_DESCRIPTION "Decreases {1}."
ATTR_LOSS_NAME "{1} loss"
AVAILABLE_WORKSHOP_ITEMS "Available:"
AVOID_MELEE_AI_NAME "Avoid melee"
BAD_POEM_TYPE "bad"
BANISH_MINION_BUTTON "Banish"
BEAK "beak"
BITE "You bite {1}."
BITES "{1} bites {2}."
BOARD_MESSAG_TOO_SHORT "The message was too short."
BODY_SIZE_HUGE "huge"
BODY_SIZE_LARGE "large"
BODY_SIZE_MEDIUM "medium"
BODY_SIZE_SMALL "small"
BONE "bone"
BOUND_TO_A_PHYLACTERY "Bound to a phylactery"
BOUND_TO_A_PHYLACTERY_DESCRIPTION "This creature will respawn at its phylactery when killed."
BREAKS_FREE "{1} breaks free!"
BUFF_AGGRAVATES "aggravation"
BUFF_ARCHER_VISION "archer vision"
BUFF_BAD_BREATH "bad breath"
BUFF_BLIND "blindness"
BUFF_CAN_DANCE "dancing"
BUFF_CAPTURE_RESISTANCE "capture resistance"
BUFF_COLLAPSED "collapse"
BUFF_DARKNESS_SOURCE "darkness"
BUFF_DISAPPEAR_DURING_DAY "night life"
BUFF_DRUNK "booze"
BUFF_ELF_VISION "elf vision"
BUFF_ENTANGLED "web"
BUFF_ENTERTAINER "entertainment"
BUFF_FAST_CRAFTING "fast crafting"
BUFF_FAST_TRAINING "fast training"
BUFF_FLYING "levitation"
BUFF_FROZEN "freezing"
BUFF_HALLU "magic"
BUFF_IMMOBILE "immobility"
BUFF_INSANITY "insanity"
BUFF_INVISIBLE "invisibility"
BUFF_LIFE_SAVED "life saving"
BUFF_LIGHT_SOURCE "light"
BUFF_LOCKED_POSITION "disabled position swap"
BUFF_MAGIC_CANCELLATION "magic cancellation"
BUFF_NIGHT_VISION "night vision"
BUFF_NO_CARRY_LIMIT "infinite carrying capacity"
BUFF_NO_FRIENDLY_FIRE "no friendly fire"
BUFF_OIL "oil"
BUFF_ON_FIRE "combustion"
BUFF_PANIC "panic"
BUFF_PEACEFULNESS "love"
BUFF_PLAGUE "plague"
BUFF_PLAGUE_RESISTANT "plague resistance"
BUFF_POISON "poison"
BUFF_POISON_RESISTANT "poison resistance"
BUFF_POLYMORPHED "polymorphed"
BUFF_PREGNANT "pregnancy"
BUFF_PSYCHIATRY "psychiatry"
BUFF_RAGE "rage"
BUFF_RESTED "wakefulness"
BUFF_RIDER "riding"
BUFF_SATIATED "satiety"
BUFF_SLEEP "sleep"
BUFF_SLEEP_RESISTANT "sleep resistance"
BUFF_SLOW_CRAFTING "slow crafting"
BUFF_SLOWED "slowness"
BUFF_SLOW_TRAINING "slow training"
BUFF_SPEED "speed"
BUFF_SPYING "spying"
BUFF_STEED "mounting"
BUFF_STUNNED "stunning"
BUFF_SUMMONED "time to live"
BUFF_SUNLIGHT_VULNERABLE "sunlight vulnerability"
BUFF_SWARMER "swarming"
BUFF_TELEPATHY "telepathy"
BUFF_TURNED_OFF "power off"
BUFF_UNSTABLE "mental instability"
BUFF_WARNING "warning"
BUG_REPORT_BUTTON "Submit bug report"
BURNING_PARENS "(burning)"
BURNS_TO_DEATH "{1} burns to death."
CAN_BE_CONVERTED "Can be converted to your side using torture."
CAN_CAST_SPELLS_AGAIN "You can cast spells again!"
CANCEL_BUTTON "Cancel"
CANT_AFFORD_ITEM_HINT "Cannot afford item."
CANT_SEE_IN_THE_DARK "{1} can't see in the dark anymore."
CANT_SEE_THRU_ARROWSLITS "{1} can't see through arrowslits anymore."
CANT_SEE_THRU_TREES "{1} can't see through trees anymore."
CANT_TRAVEL_WHILE_CARRYING_UNPAID "You can't travel while carrying unpaid goods."
CHANGE_CAMPAIGN_MODE "Change"
CHANGE_THE_NUMBER_OF_ITEMS "Change the number of items."
CHATS_WITH "{1} chats with {2}."
CIRCULAR_BLAST_EFFECT_DESCRIPTION "Creates a circular blast of air that throws back creatures and items."
CIRCULAR_BLAST_EFFECT_NAME "air blast"
CLAIMED_FLOOR "Claimed floor"
CLAW "You claw {1}."
CLAWS "{1} claws {2}."
CLICK_ON_DEBT_BUTTON "Click on debt or on individual buttons to pay."
CLICK_TO_ASSIGN_QUARTERS_LABEL "Click to assign"
CLICK_TO_CHOOSE_COUNT "Click to choose how many to pick up."
COMPANION_EFFECT_NAME "companion"
CONCENTRATED "concentrated"
CONSTRUCTIONS_LABEL "constructions"
CONTRIBUTES_TO_WORK_FORCE "Contributes to workforce"
CONTROL_MINION_TO_COMMAND_TEAM "Control a minion to command the team."
CONTROL_MODE_FULL "Full Control"
CONTROL_MODE_LEADER "Leader Control"
COVERS_HIS_NOSE "{1} covers his nose."
CRACK_A_JOKE "You crack a joke."
CRACK_A_JOKE_ABOUT "You crack a joke about {1}."
CRACKS_A_JOKE "{1} cracks a joke."
CRACKS_A_JOKE_ABOUT "{1} cracks a joke about {2}."
CURED_FROM_PLAGUE "cured from the plague"
CURED_FROM_POISONING "cured from poisoning"
CURRENT_TURN "Current turn."
CURSE "You curse {1}."
CURSES "{1} curses {2}."
DAME "Dame"
DECEPTION_EFFECT_DESCRIPTION "Creates multiple illusions to confuse the enemy."
DECEPTION_EFFECT_NAME "deception"
DEVOTIONAL_MEDAL "devotional medal"
DIES_OF_PLAGUE "{1} dies of plague!"
DIRECTED_BLAST_EFFECT_DESCRIPTION "Creates a directed blast of air that throws back creatures and items."
DIRECTED_BLAST_EFFECT_NAME "directed blast"
DISBAND_TEAM_BUTTON "Disband team"
DISMOUNT_ACTION "Dismount"
DISMOUNTS "{1} dismounts {2}."
DISPLAY_MESSAGE_HISTORY_PROMPT "Display message history?"
DOESNT_LAUGH "{1} doesn't laugh."
DONE_LABEL "[done]"
DONT_LAUGH "You don't laugh."
DRINKS "{1} drinks {2}."
DROPS "{1} drops {2}."
EAT_CORPSE_EFFECT_DESCRIPTION "Creature will feast on a corpse."
EAT_CORPSE_EFFECT_NAME "eat corpse"
EATS "{1} eats {2}."
ENABLE_LABEL "Enable"
ENABLE_ONLINE_SETTING "Please enable online features in the settings."
ENEMY_PULLS_CREATURE "{2} pulls {1}."
ENEMY_PULLS_YOU "{1} pulls you!"
ENEMY_SWINGS_ITSELF_AROUND_CREATURE "{2} swings itself around {1}."
ENEMY_SWINGS_ITSELF_AROUND_YOU "{1} swings itself around you!"
ENTER_AMOUNT "Enter amount"
ENTER_BUG_DESCRIPTION "Enter bug description"
ENTER_ITEM_TYPE "Enter item type"
ENTERS_PORTAL "{1} disappears in the portal."
EQUIPMENT_DESTRUCTION_EFFECT_DESCRIPTION "Destroys a random piece of equipment."
EQUIPMENT_DESTRUCTION_EFFECT_NAME "equipment destruction"
EQUIPMENT_LABEL "Equipment"
EQUIPS "{1} equips {2}."
EXPERIENCE_EXPLANATION "Experience increases every attribute that can be or has been trained. If the creature has no trainable attributes then damage and defense will be used by default. For example, Dumbug the goblin has a +1 training in archery, and a +3 training in melee. Having a +2 experience, his damage, defense and ranged damage are further increased by +2."
EXPERIENCE_LABEL "Experience:"
EXTRA_INTRINSIC_ATTACK "Extra attack in addition to wielded weapon"
EYE_BODY_PART "eye"
NECK_BODY_PART "neck"
FALLS_INTO "{1} falls into the {2}."
FALLS_OFF "{1} falls off {2}."
FALLS_ON_THE "{1} falls on the {2}."
FANGS_ATTACK "fangs"
FEELS_LIKE_CRACKING_A_JOKE "{1} feels like cracking a joke."
FEMALE "female"
FEMALES "females"
FISTS_ATTACK "fists"
FLOOR "floor"
FOBIDDEN_ZONE_WARNING "Walk into the forbidden zone?"
FULLY_MATERIALIZED "fully materialized"
GENDERLESS "genderless"
GIVES_ITEMS_TO "{1} gives {2} to {3}."
